# ----------------------------------------
# All Web Site Data
# Pages
# 20140201-20140531
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2014/04/07/border-diplomacy-why-afghanistan-supports-a-russian-crimea/,47,41,00:04:29,24,87.50%,72.34%,$0.00
/2014/02/06/so-long-and-thanks-for-all-the-fish-understanding-the-icj-ruling-on-the-chile-peru-border-dispute/,46,36,00:01:47,23,82.61%,52.17%,$0.00
/2014/02/24/de-blasio-promises-best-plan-for-universal-pre-k/,45,41,00:02:59,11,100.00%,42.22%,$0.00
/2014/02/10/why-insurance-part-3-cost-of-care/,42,32,00:01:56,14,50.00%,40.48%,$0.00
/2013/11/05/migrants-marooned-italian-immigration-crisis/,39,37,00:00:22,32,93.75%,87.18%,$0.00
/2013/12/05/who-are-the-indian-mujahideen/,38,35,00:04:20,34,82.35%,81.58%,$0.00
/2014/01/28/years-after-mooc/,38,34,00:03:05,18,77.78%,63.16%,$0.00
/2014/04/13/1109/,38,33,00:00:36,4,75.00%,42.11%,$0.00
/2014/01/27/the-flame-of-love-in-catching-fire/,37,32,00:01:09,19,89.47%,64.86%,$0.00
/2014/01/30/recess-appointments-did-obama-go-too-far/,37,34,00:00:59,19,94.74%,70.27%,$0.00
/2014/01/24/utah-strikes-back-the-next-stages-in-the-battle-for-same-sex-marriage/,36,32,00:00:40,15,93.33%,58.33%,$0.00
/author/dascott/,35,27,00:00:17,3,66.67%,28.57%,$0.00
/2013/11/20/election-violence-in-the-philippines/,33,32,00:04:36,25,88.00%,81.82%,$0.00
/2014/02/01/taking-safety-into-their-own-hands/,33,29,00:05:10,9,88.89%,48.48%,$0.00
/2014/05/15/chinese-companies-on-us-exchanges-is-this-time-different/,33,31,00:02:18,14,100.00%,57.58%,$0.00
/category/opinion/page/2/,31,27,00:00:18,0,0.00%,9.68%,$0.00
/2014/04/06/a-chicagoan-reviews-chicagoland-episode-4/,30,26,00:01:42,15,80.00%,63.33%,$0.00
/2013/10/31/wendy-davis-texas/,29,27,00:03:55,23,86.96%,79.31%,$0.00
/2013/11/28/suriname-and-hezbollah/,29,25,00:00:33,21,80.95%,68.97%,$0.00
/2013/11/28/demarcating-chinas-imaginary-valleys/,28,23,00:00:17,6,100.00%,42.86%,$0.00
/2014/04/19/a-chicagoan-reviews-chicagoland-episode-6/,28,26,00:03:00,16,87.50%,60.71%,$0.00
/?s=pollard&submit=Search,27,27,00:00:07,0,0.00%,85.19%,$0.00
/2013/11/10/patrolling-the-worlds-most-complicated-frontier/,27,22,00:06:37,21,85.71%,77.78%,$0.00
/2013/12/20/rohingya-refugees-trapped-between-arakan-and-a-hard-place/,27,25,00:01:49,16,93.75%,74.07%,$0.00
/2014/04/21/a-new-aca-case-scotus-takes-on-question-of-religious-liberties/,27,27,00:03:54,18,88.89%,66.67%,$0.00
/author/dsimon/,26,17,00:00:36,11,36.36%,53.85%,$0.00
/author/lizstark/,26,20,00:01:04,11,36.36%,42.31%,$0.00
/author/mdesruisseaux/,25,23,00:00:50,22,68.18%,64.00%,$0.00
/category/national/page/2/,25,25,00:00:19,2,50.00%,16.00%,$0.00
/2013/12/02/the-unconquered/,24,24,00:01:07,1,100.00%,41.67%,$0.00
/2014/01/21/coming-soon-uchicago-political-union/,24,23,00:00:20,3,0.00%,45.83%,$0.00
/2014/01/22/introducing-supreme-court-spotlight-2/,24,22,00:02:26,5,80.00%,33.33%,$0.00
/2014/05/14/state-reps-attack-illinois-state-charter-school-commission/,24,23,00:00:44,17,88.24%,75.00%,$0.00
/author/pfreilly/,24,22,00:03:41,16,50.00%,54.17%,$0.00
/2013/10/30/interview-with-ed-gillespie/,23,22,00:00:45,14,92.86%,60.87%,$0.00
/2013/11/12/farah-al-haddad-interview/,23,21,00:01:34,20,95.00%,86.96%,$0.00
/2014/03/10/the-big-ms/,23,22,00:03:38,19,78.95%,73.91%,$0.00
/2014/05/01/a-chicagoan-reviews-chicagoland-episode-7/,23,22,00:00:54,8,75.00%,52.17%,$0.00
/author/apappajohn/,22,17,00:01:04,7,57.14%,40.91%,$0.00
/author/kaanulgen/,22,15,00:00:53,13,38.46%,50.00%,$0.00
/category/interviews/page/2/,22,16,00:00:28,0,0.00%,9.09%,$0.00
/category/world/page/3/,22,21,00:01:00,0,0.00%,4.55%,$0.00
/2013/11/19/healthcare-reform-today-and-tomorrow/,21,18,00:03:53,9,77.78%,52.38%,$0.00
/2014/01/27/why-insurance-part-2-access/,21,15,00:01:56,4,50.00%,47.62%,$0.00
/author/jthowry/,21,14,00:01:16,1,100.00%,19.05%,$0.00
/category/chicago/page/2/,21,19,00:00:37,1,100.00%,4.76%,$0.00
/2013/11/25/illinois-without-career-politicians/,20,16,00:02:38,9,88.89%,55.00%,$0.00
/category/columns/rxeform/page/2/,20,15,00:00:12,0,0.00%,5.00%,$0.00
/category/national/page/3/,20,18,00:02:06,1,0.00%,25.00%,$0.00
/author/alascalag/,19,15,00:00:30,10,60.00%,42.11%,$0.00
/2013/12/03/jp-morgan-fines/,18,15,00:03:59,6,83.33%,38.89%,$0.00
/2013/12/06/instagram-featuring-dictators/,18,14,00:00:45,3,66.67%,22.22%,$0.00
/author/amazumdar/,18,13,00:01:22,8,50.00%,44.44%,$0.00
/author/johnathanguy/,18,15,00:00:19,12,75.00%,66.67%,$0.00
/category/chicago/page/3/,18,17,00:00:06,0,0.00%,5.56%,$0.00
/category/world/page/4/,18,17,00:00:33,1,0.00%,5.56%,$0.00
/2013/10/15/interview-george-packer/,17,16,00:00:29,6,100.00%,58.82%,$0.00
/2013/11/29/nazi-looted-art-finally-uncovered/,17,15,00:02:33,12,83.33%,76.47%,$0.00
/2013/12/10/race-to-mars/,17,17,00:00:57,7,100.00%,64.71%,$0.00
/2014/01/13/why-insurance-part-1-health/,17,13,00:02:41,4,75.00%,29.41%,$0.00
/author/klancaster/,17,14,00:00:09,3,66.67%,64.71%,$0.00
/author/nklein/,17,13,00:00:46,12,50.00%,64.71%,$0.00
/2013/07/15/vladimir-zhirinovsky-a-profile-in-outrage/,16,16,00:00:55,12,100.00%,87.50%,$0.00
/2013/11/21/raise-scores-then-wages/,16,15,00:00:54,5,80.00%,62.50%,$0.00
/2013/12/15/france-israel-and-the-future-of-iranian-nuclear-talks/,16,15,00:00:25,5,60.00%,56.25%,$0.00
/category/interviews/page/3/,16,12,00:00:06,0,0.00%,12.50%,$0.00
/2013/08/05/politically-incorrect-maroon-confessions/,15,15,00:00:40,9,88.89%,73.33%,$0.00
/page/2/,15,11,00:00:11,1,100.00%,26.67%,$0.00
/author/dascott/page/2/,14,10,00:00:10,0,0.00%,14.29%,$0.00
/category/culture/page/2/,14,11,00:00:32,0,0.00%,14.29%,$0.00
/category/world/page/5/,14,14,00:00:25,0,0.00%,0.00%,$0.00
/?s=chelsea+fine&submit=Search,13,8,00:00:47,1,0.00%,23.08%,$0.00
/2013/10/27/introducing_shatterzones/,13,12,00:03:55,6,50.00%,38.46%,$0.00
/author/courtneyk/,13,9,00:01:24,8,62.50%,46.15%,$0.00
/author/cschmidt/,13,9,00:03:04,6,33.33%,23.08%,$0.00
/?s=sam+preston&submit=Search,12,5,00:00:12,0,0.00%,25.00%,$0.00
/2013/10/29/gravity-movie-and-science/,12,12,00:00:26,11,100.00%,91.67%,$0.00
/2013/11/14/syria-and-sectarianism-spillover-violence-in-lebanon/,12,12,00:00:59,7,85.71%,50.00%,$0.00
/2013/11/18/shutdown-2013-self-interest/,12,12,00:00:12,2,0.00%,41.67%,$0.00
/author/alinton/,12,11,00:00:26,6,66.67%,58.33%,$0.00
/category/culture/page/3/,12,11,00:00:26,2,100.00%,25.00%,$0.00
/category/opinion/page/3/,12,10,00:00:10,0,0.00%,0.00%,$0.00
/2013/11/01/john-mccain-a-statesman-fit-for-compromise/,11,11,00:02:01,2,100.00%,45.45%,$0.00
/2014/04/07/a-chicagoan-reviews-chicagoland-episode-5/,11,7,00:01:52,5,40.00%,45.45%,$0.00
/2014/05/11/a-chicagoan-reviews-chicagoland-episode-8/,11,9,00:00:34,2,100.00%,54.55%,$0.00
/author/dascott/page/3/,11,7,00:00:12,0,0.00%,27.27%,$0.00
/author/ezheng/,11,7,00:00:09,7,57.14%,54.55%,$0.00
/author/noahw/,11,8,00:04:16,8,62.50%,54.55%,$0.00
/category/chicago/page/4/,11,10,00:00:06,0,0.00%,18.18%,$0.00
/author/milliff/,10,9,00:00:13,1,0.00%,30.00%,$0.00
/category/columns/rxeform/page/3/,10,9,00:00:06,0,0.00%,0.00%,$0.00
/category/world/page/6/,10,10,00:00:14,0,0.00%,20.00%,$0.00
/?s=Sam+Preston&submit=Search,9,1,00:00:11,0,0.00%,0.00%,$0.00
/2013/07/20/fracking-in-california/,9,7,00:01:09,1,100.00%,55.56%,$0.00
/2013/10/28/magnitsky-russia/,9,9,00:01:27,6,100.00%,77.78%,$0.00
/2013/10/29/republicans-illinois-gubernatorial-race/,9,8,00:01:01,8,87.50%,88.89%,$0.00
/2013/11/18/feinstein-stands-by-the-nsa/,9,7,00:01:03,2,50.00%,44.44%,$0.00
/author/astapleton/page/2/,9,8,00:00:21,1,0.00%,11.11%,$0.00
/category/columns/shatterzones/page/2/,9,7,00:00:05,0,0.00%,22.22%,$0.00
/category/national/education/page/2/,9,9,00:00:07,0,0.00%,11.11%,$0.00
/category/national/page/4/,9,9,00:00:17,0,0.00%,11.11%,$0.00
/?p=993&preview=true,8,2,00:01:14,0,0.00%,0.00%,$0.00
/2013/11/05/bread-lines-to-front-lines/,8,8,00:00:21,7,85.71%,75.00%,$0.00
/2013/11/06/mark-leibovich-a-conscious-eye-on-a-self-conscious-city/,8,8,00:01:12,4,100.00%,62.50%,$0.00
/2013/12/04/turkey-one-step-forward-two-steps-back/,8,8,00:00:00,5,100.00%,100.00%,$0.00
/2013/12/17/six-blind-reformers-and-an-elephant/,8,7,00:00:22,1,100.00%,37.50%,$0.00
/2014/02/07/state-of-the-union-review/,8,8,00:00:47,1,100.00%,25.00%,$0.00
/2014/05/14/tackling-affirmative-action-scotus-examines-michigans-ban/,8,8,00:00:08,4,100.00%,75.00%,$0.00
/author/ahoare/,8,6,00:00:16,2,100.00%,62.50%,$0.00
/author/jaiveerm/,8,7,00:12:47,7,85.71%,75.00%,$0.00
/author/samhodgson/,8,5,00:02:00,5,40.00%,62.50%,$0.00
/author/ucpu/,8,7,00:00:40,6,100.00%,75.00%,$0.00
/category/columns/supremecourtspotlight/page/2/,8,8,00:00:09,0,0.00%,0.00%,$0.00
/?p=844&preview=true&preview_id=844&preview_nonce=18b53db4b7&post_format=standard,7,1,00:02:35,0,0.00%,0.00%,$0.00
/2013/06/17/a-system-in-rags/,7,6,00:00:58,3,66.67%,42.86%,$0.00
/2013/07/20/a-woman-led-the-greatest-manhunt-in-history-why-should-we-care/,7,6,00:00:11,1,100.00%,57.14%,$0.00
/2013/11/22/years-in-the-making-is-hollywood-finally-ready-to-talk-seriously-about-slavery/,7,7,00:02:31,3,100.00%,57.14%,$0.00
/author/cfine/,7,7,00:02:11,0,0.00%,28.57%,$0.00
/author/fracking/,7,4,00:00:15,0,0.00%,0.00%,$0.00
/author/jthowry/page/2/,7,7,00:00:06,0,0.00%,0.00%,$0.00
/author/kshi/,7,6,00:01:52,1,100.00%,28.57%,$0.00
/?s=dana+scott&submit=Search,6,4,00:00:20,0,0.00%,0.00%,$0.00
/?s=ucpu&submit=Search,6,3,00:01:19,2,50.00%,33.33%,$0.00
/2013/07/01/palestinian-refugee-strife/,6,6,00:00:12,5,100.00%,83.33%,$0.00
/2013/10/22/russian-pols-instagram/,6,5,00:00:36,3,66.67%,66.67%,$0.00
/2013/10/27/introducing-rxeform/,6,6,00:00:35,1,100.00%,16.67%,$0.00
/2013/10/30/is-le-pen-mightier/,6,6,00:00:22,1,100.00%,50.00%,$0.00
/2013/11/21/claire-mccaskill-a-leading-voice-on-both-sides-of-the-aisle/,6,5,00:00:23,1,100.00%,33.33%,$0.00
/2013/11/22/officials-review-response-to-2008-crisis/,6,6,00:00:16,1,100.00%,50.00%,$0.00
/author/cjsun/,6,6,00:01:34,1,100.00%,50.00%,$0.00
/author/eyao/,6,3,00:00:34,3,0.00%,16.67%,$0.00
/author/jkovensky/,6,5,00:00:15,5,80.00%,83.33%,$0.00
/author/jsattler/,6,5,00:00:06,2,100.00%,83.33%,$0.00
/author/mgatter/,6,5,00:01:49,3,66.67%,66.67%,$0.00
/category/world/page/7/,6,5,00:00:10,0,0.00%,16.67%,$0.00
/category/world/page/9/,6,5,00:00:15,0,0.00%,50.00%,$0.00
/?p=971&preview=true&preview_id=971&preview_nonce=97fb5ed4d3&post_format=standard,5,1,00:01:17,0,0.00%,20.00%,$0.00
/?s=frack&submit=Search,5,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=fracking&submit=Search,5,5,00:00:12,0,0.00%,0.00%,$0.00
/2013/10/22/turkey-reforms-of-self-interest/,5,5,00:00:23,1,100.00%,40.00%,$0.00
/2013/11/20/proposed-bike-tax-chicago/,5,5,00:00:11,3,100.00%,80.00%,$0.00
/2013/11/29/violence-continues-in-egypt/,5,3,00:00:23,0,0.00%,0.00%,$0.00
/author/astapleton/page/3/,5,5,00:00:06,0,0.00%,60.00%,$0.00
/author/interview-team/,5,5,00:00:10,4,75.00%,80.00%,$0.00
/author/jthowry/page/3/,5,5,00:00:05,0,0.00%,20.00%,$0.00
/author/lwetterstrom/page/2/,5,5,00:00:10,1,0.00%,0.00%,$0.00
/author/mpavlik/,5,4,00:00:06,1,100.00%,80.00%,$0.00
/category/chicago/page/5/,5,4,00:00:07,0,0.00%,0.00%,$0.00
/category/chicago/page/6/,5,4,00:00:06,0,0.00%,0.00%,$0.00
/category/culture/page/4/,5,4,00:00:47,0,0.00%,0.00%,$0.00
/category/national/page/5/,5,5,00:00:06,0,0.00%,20.00%,$0.00
/category/world/page/8/,5,5,00:00:26,0,0.00%,0.00%,$0.00
/?p=971&preview=true&preview_id=971&preview_nonce=06662a8e73&post_format=standard,4,1,00:06:28,0,0.00%,0.00%,$0.00
/?s=tom+wood&submit=Search,4,4,00:00:09,0,0.00%,50.00%,$0.00
/2013/06/12/review-alpha-house/,4,3,00:00:57,1,100.00%,25.00%,$0.00
/2013/06/22/the-serengeti-sell-off/,4,4,00:00:13,3,100.00%,75.00%,$0.00
/2013/10/22/a-dream-deferred/,4,4,00:00:00,1,100.00%,100.00%,$0.00
/2013/10/22/foreign-media-on-us-shutdown/,4,4,00:00:06,1,100.00%,50.00%,$0.00
/2013/11/13/a-big-stuff-moment/,4,4,00:00:36,2,100.00%,75.00%,$0.00
/2014/01/22/introducing-supreme-court-spotlight-2/?preview=true&preview_id=733&preview_nonce=ea4dbdea3a&post_format=standard,4,1,00:00:19,0,0.00%,0.00%,$0.00
/author/astapleton/page/4/,4,3,00:00:09,0,0.00%,25.00%,$0.00
/author/mheneghan/,4,3,00:00:46,2,50.00%,50.00%,$0.00
/author/mlupin/,4,4,00:00:35,2,100.00%,50.00%,$0.00
/author/okoh/,4,3,00:00:05,3,66.67%,75.00%,$0.00
/author/sjindal/,4,4,00:00:00,2,100.00%,100.00%,$0.00
/?p=885&preview=true,3,1,00:01:06,1,0.00%,0.00%,$0.00
/?p=962&preview=true&preview_id=962&preview_nonce=7d03651fc8&post_format=standard,3,1,00:01:28,0,0.00%,0.00%,$0.00
/?p=971&preview=true,3,1,00:01:46,0,0.00%,33.33%,$0.00
/?s=aneri,3,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=aneri&submit=Search,3,2,00:00:10,0,0.00%,0.00%,$0.00
/?s=arjun&submit=Search,3,3,00:00:07,0,0.00%,0.00%,$0.00
/?s=christine+schmidt&submit=Search,3,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=citizens+united&submit=Search,3,1,00:00:27,0,0.00%,0.00%,$0.00
/?s=joglekar&submit=Search,3,2,00:00:16,0,0.00%,0.00%,$0.00
/2013/09/30/inside-the-debate-on-healthcare/,3,3,00:00:17,0,0.00%,33.33%,$0.00
/2013/10/18/democratic-strategy-during-and-after-the-shutdown/,3,3,00:00:10,0,0.00%,0.00%,$0.00
/2013/11/15/malaysian-court-minorities-allah/,3,3,00:00:10,2,100.00%,66.67%,$0.00
/2014/,3,3,00:00:00,3,100.00%,100.00%,$0.00
/author/anastasiakaiser/,3,1,00:00:41,1,0.00%,33.33%,$0.00
/author/foreign-media-team/,3,2,00:00:18,1,0.00%,33.33%,$0.00
/author/tcaplan/,3,3,00:00:00,0,0.00%,100.00%,$0.00
/author/tjwood/,3,3,00:00:07,2,50.00%,66.67%,$0.00
/author/vicki-yang/,3,2,00:00:28,2,50.00%,33.33%,$0.00
/author/zkessler/,3,3,00:00:20,3,66.67%,66.67%,$0.00
/category/chicago/page/7/,3,3,00:02:26,0,0.00%,0.00%,$0.00
/category/columns/rxeform/page/4/,3,2,00:00:04,0,0.00%,0.00%,$0.00
/category/misc/,3,3,00:00:00,2,100.00%,100.00%,$0.00
/category/national/business/page/2/,3,2,00:00:04,0,0.00%,0.00%,$0.00
/category/opinion/page/4/,3,3,00:00:10,0,0.00%,0.00%,$0.00
/category/world/page/10/,3,3,00:00:06,0,0.00%,0.00%,$0.00
/category/world/page/11/,3,3,00:00:33,0,0.00%,0.00%,$0.00
/category/world/page/12/,3,3,00:00:50,0,0.00%,0.00%,$0.00
/wp-c,3,1,00:00:49,1,0.00%,33.33%,$0.00
/?p=835&preview=true,2,1,00:02:32,0,0.00%,0.00%,$0.00
/?p=934&preview=true&preview_id=934&preview_nonce=2d66a44bcd&post_format=standard,2,1,00:10:39,1,0.00%,0.00%,$0.00
/?s=abortion&submit=Search,2,2,00:00:00,0,0.00%,100.00%,$0.00
/?s=aidan&submit=Search,2,2,00:00:10,0,0.00%,50.00%,$0.00
/?s=Cubukcu,2,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=dan+simon&submit=Search,2,2,00:00:31,0,0.00%,0.00%,$0.00
/?s=emma+herman&submit=Search,2,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=Fran+Hurley&submit=Search,2,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=france&submit=Search,2,2,00:00:16,0,0.00%,50.00%,$0.00
/?s=games&submit=Search,2,1,00:03:06,0,0.00%,50.00%,$0.00
/?s=gautam&submit=Search,2,2,00:23:18,0,0.00%,50.00%,$0.00
/?s=gillespie&submit=Search,2,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=Indonesia&submit=Search,2,1,00:00:12,0,0.00%,50.00%,$0.00
/?s=kessler&submit=Search,2,2,00:00:06,0,0.00%,50.00%,$0.00
/?s=kirk&submit=Search,2,2,00:00:25,0,0.00%,0.00%,$0.00
/?s=nadav+klein&submit=Search,2,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=ned&submit=Search,2,2,00:00:06,0,0.00%,50.00%,$0.00
/?s=Ned&submit=Search,2,2,00:00:00,1,100.00%,100.00%,$0.00
/?s=ned+pollard&submit=Search,2,2,00:00:05,0,0.00%,50.00%,$0.00
