# ----------------------------------------
# All Web Site Data
# Pages
# 20130524-20140602
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2014/01/24/cracks-in-the-basin-part-2-big-greens-little-greens-and-a-fractured-opposition/,185,147,00:01:44,48,60.42%,38.92%,$0.00
/2013/12/17/six-blind-reformers-and-an-elephant/,183,156,00:02:06,99,76.77%,62.84%,$0.00
/contact/,183,159,00:00:35,14,50.00%,21.31%,$0.00
/author/lbeckoff/,182,153,00:01:23,148,79.05%,76.92%,$0.00
/2014/01/31/panda-diplomacy/,178,147,00:04:08,130,86.92%,74.72%,$0.00
/2013/11/06/mark-leibovich-a-conscious-eye-on-a-self-conscious-city/,177,158,00:02:30,105,79.05%,59.89%,$0.00
/2013/10/22/turkey-reforms-of-self-interest/,172,158,00:02:06,114,79.82%,68.60%,$0.00
/2014/03/25/a-chicagoan-reviews-chicagoland-episode-2/,169,121,00:01:38,104,62.50%,63.31%,$0.00
/2013/10/15/interview-george-packer/,168,148,00:02:16,85,56.47%,45.83%,$0.00
/category/culture/,166,128,00:00:42,1,0.00%,16.87%,$0.00
/2013/11/21/damage-control-diplomacy-kerrys-visit-to-saudi-arabia/,162,144,00:01:28,122,85.25%,75.93%,$0.00
/2013/12/04/turkey-one-step-forward-two-steps-back/,160,140,00:02:57,125,76.80%,71.88%,$0.00
/2013/10/31/wendy-davis-texas/,158,123,00:02:41,61,86.89%,52.53%,$0.00
/2013/11/13/a-big-stuff-moment/,157,142,00:03:52,109,77.98%,68.79%,$0.00
/2014/03/19/a-chigoan-reviews-chicagoland-episode-1/,156,124,00:02:48,93,75.27%,64.74%,$0.00
/2013/10/16/debt-ceiling-debacle/,155,131,00:01:29,81,80.25%,54.19%,$0.00
/2014/03/17/vandalizing-the-diary-of-anne-frank-shift-of-sentiment-or-colossal-coincidence/,153,143,00:04:23,117,90.60%,81.05%,$0.00
/2014/02/24/health-beyond-medicine/,152,137,00:02:32,120,72.50%,67.11%,$0.00
/2013/11/05/migrants-marooned-italian-immigration-crisis/,149,106,00:01:08,64,84.38%,53.02%,$0.00
/author/dloyorosales/,149,126,00:00:47,124,58.87%,57.05%,$0.00
/2013/11/05/bread-lines-to-front-lines/,141,76,00:00:39,22,77.27%,26.95%,$0.00
/category/columns/education/,138,115,00:00:43,3,33.33%,23.91%,$0.00
/2014/02/13/china-invests-in-africa/,137,122,00:02:33,98,75.51%,65.69%,$0.00
/category/world/page/2/,136,121,00:00:26,2,50.00%,9.56%,$0.00
/2013/12/02/the-unconquered/,134,107,00:02:34,58,65.52%,50.75%,$0.00
/2013/11/10/patrolling-the-worlds-most-complicated-frontier/,129,103,00:02:04,59,62.71%,41.09%,$0.00
/2013/11/20/proposed-bike-tax-chicago/,129,123,00:04:09,102,88.24%,82.95%,$0.00
/2013/11/29/nazi-looted-art-finally-uncovered/,129,114,00:02:33,97,82.47%,73.64%,$0.00
/2013/06/24/kerrys-push-for-peace/,128,95,00:02:23,28,82.14%,44.53%,$0.00
/2014/03/18/protests-in-venezuela/,127,116,00:03:52,46,84.78%,68.50%,$0.00
/2013/10/30/is-le-pen-mightier/,125,101,00:01:35,50,74.00%,48.80%,$0.00
/2014/03/10/in-putins-shoes/,125,110,00:02:54,79,79.75%,69.60%,$0.00
/category/columns/culture/,125,89,00:00:36,5,60.00%,21.60%,$0.00
/2013/11/25/illinois-without-career-politicians/,123,110,00:01:19,68,82.35%,60.16%,$0.00
/2013/10/29/republicans-illinois-gubernatorial-race/,115,99,00:01:58,55,72.73%,58.26%,$0.00
/2013/10/30/interview-with-ed-gillespie/,114,98,00:02:09,68,82.35%,59.65%,$0.00
/2014/01/31/anti-gay-law-in-nigeria/,113,99,00:02:57,75,86.67%,69.91%,$0.00
/2014/04/27/deportations-and-their-role-in-immigration-policy/,112,107,00:02:28,87,83.91%,75.89%,$0.00
/2014/02/10/mayor-emanuel-gets-schooled/,109,102,00:01:42,45,88.89%,61.47%,$0.00
/2013/11/19/healthcare-reform-today-and-tomorrow/,108,100,00:02:52,68,77.94%,64.81%,$0.00
/category/columns/cartoons/,102,77,00:00:49,2,0.00%,13.73%,$0.00
/category/national/education/,102,90,00:01:09,8,37.50%,19.61%,$0.00
/2014/01/28/years-after-mooc/,101,88,00:03:10,54,75.93%,62.38%,$0.00
/2014/02/12/ucpu-debate-humanitarian-intervention/,101,89,00:02:25,53,86.79%,70.30%,$0.00
/2013/10/27/introducing_shatterzones/,100,80,00:01:20,11,45.45%,22.00%,$0.00
/2013/11/13/the-true-meaning-of-the-shutstorm/,100,93,00:01:02,67,73.13%,60.00%,$0.00
/2014/04/29/incentivizing-education-performance-based-compensation-for-teachers/,99,87,00:02:03,56,80.36%,58.59%,$0.00
/2013/10/22/russian-pols-instagram/,98,80,00:01:06,36,72.22%,48.98%,$0.00
/2014/03/17/fighting-words/,98,79,00:03:31,59,83.05%,67.35%,$0.00
/2013/10/27/introducing-rxeform/,97,78,00:01:39,5,60.00%,24.74%,$0.00
/2014/02/18/private-lives-public-figures-the-politics-of-frances-first-lady/,97,89,00:01:39,76,80.26%,73.20%,$0.00
/2013/08/05/politically-incorrect-maroon-confessions/,95,92,00:02:14,12,75.00%,37.89%,$0.00
/2013/12/05/who-are-the-indian-mujahideen/,95,85,00:02:23,62,77.42%,68.42%,$0.00
/author/afan/,93,78,00:02:10,12,41.67%,58.06%,$0.00
/2013/11/22/years-in-the-making-is-hollywood-finally-ready-to-talk-seriously-about-slavery/,91,83,00:03:12,56,80.36%,64.84%,$0.00
/2014/02/24/pop-culture-podcast-episode-1/,91,84,00:02:44,58,74.14%,69.23%,$0.00
/2014/02/25/saving-more-than-kenneth-bae-us-foreign-policy-in-north-korea/,91,80,00:02:25,51,70.59%,60.44%,$0.00
/2014/04/06/mandatory-minimums-cooperation-on-reform/,91,82,00:00:36,72,80.56%,76.92%,$0.00
/2013/11/28/suriname-and-hezbollah/,90,78,00:02:36,62,80.65%,65.56%,$0.00
/2014/04/14/riding-with-strangers-regulating-ride-sharing-in-chicago-and-illinois/,90,79,00:02:37,56,92.86%,74.44%,$0.00
/2014/01/27/the-flame-of-love-in-catching-fire/,89,72,00:02:51,46,82.61%,61.80%,$0.00
/2014/03/09/putin-and-obama-take-on-sochi/,86,83,00:00:37,48,89.58%,67.44%,$0.00
/author/astapleton/,85,62,00:01:30,29,51.72%,37.65%,$0.00
/2013/12/06/instagram-featuring-dictators/,84,62,00:01:41,23,47.83%,30.95%,$0.00
/2013/07/15/vladimir-zhirinovsky-a-profile-in-outrage/,83,75,00:01:57,31,90.32%,50.60%,$0.00
/2014/05/29/review-last-week-tonight-with-john-oliver/,83,78,00:02:26,49,87.76%,66.27%,$0.00
/2013/11/21/claire-mccaskill-a-leading-voice-on-both-sides-of-the-aisle/,80,63,00:02:04,38,78.95%,48.75%,$0.00
/2013/12/20/rohingya-refugees-trapped-between-arakan-and-a-hard-place/,79,69,00:02:18,37,83.78%,59.49%,$0.00
/2013/10/22/foreign-media-on-us-shutdown/,78,72,00:01:55,7,71.43%,43.59%,$0.00
/2014/01/24/utah-strikes-back-the-next-stages-in-the-battle-for-same-sex-marriage/,78,70,00:01:15,29,86.21%,55.13%,$0.00
/2013/09/30/inside-the-debate-on-healthcare/,77,57,00:01:04,4,25.00%,23.38%,$0.00
/2014/05/11/1204/,77,69,00:04:10,50,88.00%,71.43%,$0.00
/2014/05/12/to-build-a-future/,77,72,00:01:56,59,79.66%,72.73%,$0.00
/category/world/page/3/,77,69,00:00:24,0,0.00%,6.49%,$0.00
/2013/11/14/syria-and-sectarianism-spillover-violence-in-lebanon/,75,68,00:00:40,50,82.00%,65.33%,$0.00
/2014/02/25/house-republicans-take-vine-social-media-and-political-discourse/,75,57,00:01:17,38,68.42%,48.00%,$0.00
/author/aneri-amin/,74,48,00:00:58,37,54.05%,44.59%,$0.00
/category/national/business/,74,59,00:00:16,0,0.00%,12.16%,$0.00
/category/national/science/,74,63,00:00:12,1,100.00%,13.51%,$0.00
/2014/02/19/in-the-minority-an-interview-with-representatives-kelly-r-ny-and-davis-d-tn/,73,67,00:02:00,43,86.05%,64.38%,$0.00
/2014/02/28/shelby-county-v-holder-a-setback-for-liberal-voting-rights-activists/,73,66,00:01:29,37,86.49%,60.27%,$0.00
/category/opinion/page/2/,73,61,00:00:30,0,0.00%,10.96%,$0.00
/2013/10/18/democratic-strategy-during-and-after-the-shutdown/,72,68,00:01:10,13,38.46%,29.17%,$0.00
/2014/03/28/ucpu-debate-corporate-greed/,72,60,00:03:06,39,79.49%,62.50%,$0.00
/2014/03/29/a-chicagoan-reviews-chicagoland-episode-3/,72,61,00:01:11,36,75.00%,55.56%,$0.00
/2013/12/13/the-old-the-young-and-the-inter-generational-transfer-of-wealth/,71,64,00:05:35,48,87.50%,74.65%,$0.00
/2013/10/29/gravity-movie-and-science/,70,66,00:01:15,37,89.19%,60.00%,$0.00
/2013/11/28/demarcating-chinas-imaginary-valleys/,69,61,00:02:02,9,100.00%,34.78%,$0.00
/2013/11/15/malaysian-court-minorities-allah/,68,64,00:01:07,43,69.77%,60.29%,$0.00
/2014/04/04/legacy-of-the-2012-2013-supreme-court/,68,61,00:01:34,45,84.44%,73.53%,$0.00
/2014/05/28/the-state-of-opinion-writing-an-interview-with-frank-rich/,68,60,00:03:08,35,62.86%,57.35%,$0.00
/2014/04/15/ana-navarro-rising-republican-adviser-weighs-in-on-women-hispanics-and-the-gop/,67,59,00:01:33,38,78.95%,61.19%,$0.00
/2014/03/04/vergara-v-california-v-students/,66,63,00:01:50,45,88.89%,74.24%,$0.00
/2014/03/10/fixing-the-big-ms/,64,59,00:00:50,41,82.93%,71.88%,$0.00
/author/lwetterstrom/,64,41,00:00:42,24,45.83%,35.94%,$0.00
/2014/01/13/why-insurance-part-1-health/,63,46,00:02:39,21,71.43%,38.10%,$0.00
/author/mgatter/,63,43,00:01:07,8,50.00%,19.05%,$0.00
/2014/01/22/introducing-supreme-court-spotlight-2/,62,52,00:01:52,8,75.00%,29.03%,$0.00
/2013/12/03/jp-morgan-fines/,61,51,00:01:44,15,73.33%,36.07%,$0.00
/2014/05/04/senators-mark-kirk-and-dick-durbin-a-rare-bipartisan-bromance/,61,56,00:01:29,32,71.88%,59.02%,$0.00
/2013/10/22/wail-to-the-chief/,60,59,00:01:28,23,86.96%,53.33%,$0.00
/2014/04/21/new-ceos-controversial-resignation-from-mozilla-corporation/,60,48,00:01:06,28,78.57%,53.33%,$0.00
/2013/06/22/the-serengeti-sell-off/,59,53,00:01:47,17,76.47%,42.37%,$0.00
/2014/01/30/recess-appointments-did-obama-go-too-far/,59,49,00:02:01,28,85.71%,59.32%,$0.00
/author/dascott/,59,45,00:00:19,3,66.67%,28.81%,$0.00
/category/features/,59,49,00:00:08,1,0.00%,10.17%,$0.00
/2013/09/30/interview-george-packer/,58,46,00:00:43,2,50.00%,24.14%,$0.00
/2014/05/16/kasim-reed-atlantas-decisive-leader/,58,53,00:03:12,28,92.86%,65.52%,$0.00
/2013/06/20/bike-sharing-expands-in-the-windy-city/,57,50,00:01:22,2,100.00%,24.56%,$0.00
/2014/04/21/closing-the-gap/,56,50,00:01:12,33,87.88%,78.57%,$0.00
/2014/04/28/childs-play-the-curious-problem-with-pakistans-judicial-system/,56,50,00:01:20,28,85.71%,53.57%,$0.00
/2014/02/06/illinois-state-of-the-state-governor-quinn-unofficially-kicks-off-his-campaign/,53,49,00:01:17,33,90.91%,73.58%,$0.00
/2014/03/05/crisis-in-turkey-arrests-reveal-the-dark-sides-of-former-allies/,53,48,00:01:08,31,80.65%,66.04%,$0.00
/author/kaanulgen/,53,41,00:00:34,22,50.00%,54.72%,$0.00
/2013/07/20/fracking-in-california/,51,45,00:02:58,3,66.67%,41.18%,$0.00
/2014/03/10/gop-forum/,51,47,00:01:01,38,84.21%,80.39%,$0.00
/2014/04/07/de-blasios-education-promises/,51,44,00:02:48,18,72.22%,54.90%,$0.00
/category/national/page/2/,51,50,00:00:16,2,50.00%,13.73%,$0.00
/2014/04/07/two-twenty-four/,50,48,00:03:11,29,72.41%,70.00%,$0.00
/author/johnathanguy/,50,43,00:00:18,18,77.78%,48.00%,$0.00
/page/2/,50,40,00:00:18,3,100.00%,26.00%,$0.00
/2013/12/10/race-to-mars/,49,38,00:01:43,14,92.86%,53.06%,$0.00
/2014/04/07/border-diplomacy-why-afghanistan-supports-a-russian-crimea/,49,42,00:05:41,24,87.50%,71.43%,$0.00
/category/interviews/page/2/,49,41,00:00:42,0,0.00%,12.24%,$0.00
/2013/10/22/a-dream-deferred/,48,48,00:01:28,6,100.00%,35.42%,$0.00
/2014/01/27/why-insurance-part-2-access/,48,35,00:01:42,12,66.67%,45.83%,$0.00
/2014/03/17/where-are-the-pragmatists-cantors-foreign-policy-and-the-republican-response/,48,46,00:00:51,32,96.88%,70.83%,$0.00
/2014/02/06/so-long-and-thanks-for-all-the-fish-understanding-the-icj-ruling-on-the-chile-peru-border-dispute/,46,36,00:01:47,23,82.61%,52.17%,$0.00
/2014/02/24/de-blasio-promises-best-plan-for-universal-pre-k/,46,42,00:02:59,12,100.00%,43.48%,$0.00
/author/pfreilly/,46,38,00:02:10,20,50.00%,43.48%,$0.00
/category/world/page/4/,46,41,00:00:20,1,0.00%,8.70%,$0.00
/?p=379&preview=true&preview_id=379&preview_nonce=76d4695007&post_format=standard,45,5,00:01:48,1,0.00%,2.22%,$0.00
/2013/10/28/magnitsky-russia/,45,42,00:02:16,23,86.96%,62.22%,$0.00
/2013/11/18/shutdown-2013-self-interest/,45,41,00:01:10,2,0.00%,33.33%,$0.00
/2013/11/18/feinstein-stands-by-the-nsa/,44,34,00:02:29,21,71.43%,50.00%,$0.00
/2014/01/21/coming-soon-uchicago-political-union/,42,41,00:00:37,6,33.33%,45.24%,$0.00
/2014/02/10/why-insurance-part-3-cost-of-care/,42,32,00:01:56,14,50.00%,40.48%,$0.00
/2013/06/17/a-system-in-rags/,41,37,00:02:52,9,66.67%,46.34%,$0.00
/2013/11/22/officials-review-response-to-2008-crisis/,41,38,00:03:01,24,91.67%,73.17%,$0.00
/2013/12/15/france-israel-and-the-future-of-iranian-nuclear-talks/,40,37,00:01:15,17,76.47%,55.00%,$0.00
/2014/04/13/1109/,40,35,00:00:35,4,75.00%,42.50%,$0.00
/author/mdesruisseaux/,40,38,00:01:07,28,71.43%,60.00%,$0.00
/2014/05/15/chinese-companies-on-us-exchanges-is-this-time-different/,38,36,00:02:09,15,100.00%,60.53%,$0.00
/2013/06/12/review-alpha-house/,37,34,00:00:45,3,100.00%,45.95%,$0.00
/author/amazumdar/,36,28,00:00:59,13,53.85%,58.33%,$0.00
/2013/07/01/palestinian-refugee-strife/,34,34,00:00:56,15,100.00%,61.76%,$0.00
/author/nklein/,34,26,00:01:37,17,58.82%,55.88%,$0.00
/2014/02/01/taking-safety-into-their-own-hands/,33,29,00:05:10,9,88.89%,48.48%,$0.00
/author/dsimon/,33,24,00:00:37,17,41.18%,57.58%,$0.00
/author/lizstark/,33,26,00:00:52,15,40.00%,42.42%,$0.00
/author/alascalag/,31,23,00:00:33,17,52.94%,41.94%,$0.00
/category/chicago/page/2/,31,28,00:00:30,1,100.00%,12.90%,$0.00
/?s=chelsea+fine&submit=Search,30,20,00:00:28,1,0.00%,16.67%,$0.00
/?s=pollard&submit=Search,30,29,00:00:10,0,0.00%,80.00%,$0.00
/2014/04/06/a-chicagoan-reviews-chicagoland-episode-4/,30,26,00:01:42,15,80.00%,63.33%,$0.00
/author/jthowry/,30,22,00:01:03,1,100.00%,26.67%,$0.00
/category/national/page/3/,30,28,00:01:21,1,0.00%,20.00%,$0.00
/category/columns/rxeform/page/2/,29,23,00:00:12,0,0.00%,6.90%,$0.00
/2014/04/19/a-chicagoan-reviews-chicagoland-episode-6/,28,26,00:03:00,16,87.50%,60.71%,$0.00
/2014/04/21/a-new-aca-case-scotus-takes-on-question-of-religious-liberties/,27,27,00:03:54,18,88.89%,66.67%,$0.00
/2014/05/14/state-reps-attack-illinois-state-charter-school-commission/,27,26,00:00:40,18,88.89%,74.07%,$0.00
/category/world/page/5/,27,25,00:00:16,0,0.00%,7.41%,$0.00
/category/opinion/page/3/,26,23,00:00:09,0,0.00%,0.00%,$0.00
/author/courtneyk/,25,21,00:01:00,15,66.67%,52.00%,$0.00
/2013/07/20/a-woman-led-the-greatest-manhunt-in-history-why-should-we-care/,24,23,00:01:10,5,100.00%,50.00%,$0.00
/2014/05/01/a-chicagoan-reviews-chicagoland-episode-7/,24,23,00:00:54,8,75.00%,54.17%,$0.00
/author/ezheng/,24,17,00:02:11,16,43.75%,50.00%,$0.00
/2014/03/10/the-big-ms/,23,22,00:03:38,19,78.95%,73.91%,$0.00
/author/apappajohn/,22,17,00:01:04,7,57.14%,40.91%,$0.00
/author/cschmidt/,22,18,00:02:47,8,50.00%,50.00%,$0.00
/2013/11/29/violence-continues-in-egypt/,21,17,00:01:13,3,66.67%,33.33%,$0.00
/author/dascott/page/2/,20,16,00:00:09,0,0.00%,15.00%,$0.00
/category/chicago/page/3/,20,19,00:00:06,0,0.00%,5.00%,$0.00
/category/interviews/page/3/,19,15,00:00:43,0,0.00%,10.53%,$0.00
/?p=262&preview=true&preview_id=262&preview_nonce=163f15331f&post_format=standard,18,1,00:01:26,0,0.00%,0.00%,$0.00
/author/noahw/,18,15,00:04:16,15,80.00%,72.22%,$0.00
/category/culture/page/2/,18,15,00:00:27,0,0.00%,16.67%,$0.00
/author/cfine/,17,16,00:01:51,0,0.00%,23.53%,$0.00
/author/klancaster/,17,14,00:00:09,3,66.67%,64.71%,$0.00
/category/science/,16,13,00:00:18,0,0.00%,12.50%,$0.00
/author/jaiveerm/,15,14,00:05:18,11,81.82%,66.67%,$0.00
/category/education/,15,11,00:01:42,0,0.00%,13.33%,$0.00
/2014/05/11/a-chicagoan-reviews-chicagoland-episode-8/,14,12,00:01:28,2,100.00%,50.00%,$0.00
/author/mheneghan/,14,12,00:00:26,5,60.00%,42.86%,$0.00
/author/tgantz/,14,13,00:01:08,9,55.56%,50.00%,$0.00
/category/world/page/6/,14,14,00:00:13,0,0.00%,14.29%,$0.00
/?p=379&preview=true,13,4,00:02:35,1,0.00%,7.69%,$0.00
/category/chicago/page/4/,13,12,00:00:06,0,0.00%,15.38%,$0.00
/category/culture/page/3/,13,12,00:00:23,2,100.00%,23.08%,$0.00
/?s=sam+preston&submit=Search,12,5,00:00:12,0,0.00%,25.00%,$0.00
/2013/,12,12,00:00:00,12,100.00%,100.00%,$0.00
/author/alinton/,12,11,00:00:26,6,66.67%,58.33%,$0.00
/author/anastasiakaiser/,12,8,00:00:25,6,33.33%,41.67%,$0.00
/?p=681&preview=true&preview_id=681&preview_nonce=5fb79cbd11&post_format=standard,11,1,00:00:46,0,0.00%,0.00%,$0.00
/2014/04/07/a-chicagoan-reviews-chicagoland-episode-5/,11,7,00:01:52,5,40.00%,45.45%,$0.00
/author/dascott/page/3/,11,7,00:00:12,0,0.00%,27.27%,$0.00
/author/jhuber/,11,10,00:00:55,0,0.00%,36.36%,$0.00
/author/samhodgson/,11,7,00:01:16,5,40.00%,54.55%,$0.00
/author/sjindal/,11,10,00:00:23,4,50.00%,45.45%,$0.00
/category/columns/culture/page/2/,11,9,00:00:12,0,0.00%,0.00%,$0.00
/?page_id=466&preview=true,10,1,00:01:04,0,0.00%,0.00%,$0.00
/author/astapleton/page/2/,10,9,00:00:20,1,0.00%,10.00%,$0.00
/author/interview-team/,10,10,00:00:14,6,83.33%,80.00%,$0.00
/author/milliff/,10,9,00:00:13,1,0.00%,30.00%,$0.00
/category/columns/rxeform/page/3/,10,9,00:00:06,0,0.00%,0.00%,$0.00
/category/columns/shatterzones/page/2/,10,8,00:00:05,0,0.00%,20.00%,$0.00
/category/national/page/4/,10,10,00:00:15,0,0.00%,10.00%,$0.00
/category/world/page/7/,10,9,00:00:09,0,0.00%,10.00%,$0.00
/?s=Sam+Preston&submit=Search,9,1,00:00:11,0,0.00%,0.00%,$0.00
/author/agewirtz/,9,5,00:00:28,1,0.00%,11.11%,$0.00
/author/eyao/,9,6,00:00:42,3,0.00%,11.11%,$0.00
/author/mgatter/page/2/,9,9,00:01:52,0,0.00%,33.33%,$0.00
/author/tjwood/,9,8,00:00:32,4,25.00%,44.44%,$0.00
/category/columns/,9,5,00:00:10,1,100.00%,22.22%,$0.00
/category/national/education/page/2/,9,9,00:00:07,0,0.00%,11.11%,$0.00
/wp-content/uploads/2013/12/google.jpg,9,7,00:00:23,7,71.43%,66.67%,$0.00
/?p=993&preview=true,8,2,00:01:14,0,0.00%,0.00%,$0.00
/?s=tom+wood&submit=Search,8,7,00:00:09,0,0.00%,62.50%,$0.00
/2014/02/07/state-of-the-union-review/,8,8,00:00:47,1,100.00%,25.00%,$0.00
/2014/05/14/tackling-affirmative-action-scotus-examines-michigans-ban/,8,8,00:00:08,4,100.00%,75.00%,$0.00
/author/ahoare/,8,6,00:00:16,2,100.00%,62.50%,$0.00
/author/jcolner/,8,8,00:00:48,1,100.00%,62.50%,$0.00
/author/jkovensky/,8,7,00:00:14,5,80.00%,62.50%,$0.00
/author/okoh/,8,7,00:09:45,6,83.33%,75.00%,$0.00
/author/ucpu/,8,7,00:00:40,6,100.00%,75.00%,$0.00
/author/vicki-yang/,8,7,00:00:34,2,50.00%,50.00%,$0.00
/category/columns/supremecourtspotlight/page/2/,8,8,00:00:09,0,0.00%,0.00%,$0.00
/?p=844&preview=true&preview_id=844&preview_nonce=18b53db4b7&post_format=standard,7,1,00:02:35,0,0.00%,0.00%,$0.00
/?post_type=wpgform&p=222&preview=true,7,1,00:04:00,0,0.00%,0.00%,$0.00
/?s=dana+scott&submit=Search,7,5,00:00:40,0,0.00%,0.00%,$0.00
/?s=fracking&submit=Search,7,6,00:00:10,0,0.00%,0.00%,$0.00
/2013/11/,7,7,00:00:00,7,100.00%,100.00%,$0.00
/2013/11/21/raise-scores-then-wages/?fb_comment_id=fbc_236629373164900_760516_236964349798069,7,5,00:01:23,5,80.00%,71.43%,$0.00
/author/foreign-media-team/,7,5,00:00:13,2,0.00%,28.57%,$0.00
/author/fracking/,7,4,00:00:15,0,0.00%,0.00%,$0.00
/author/jthowry/page/2/,7,7,00:00:06,0,0.00%,0.00%,$0.00
/author/kshi/,7,6,00:01:52,1,100.00%,28.57%,$0.00
/category/misc/,7,6,00:00:07,2,100.00%,42.86%,$0.00
/category/world/page/8/,7,7,00:00:20,0,0.00%,0.00%,$0.00
/?p=340&preview=true&preview_id=340&preview_nonce=911c7937dd&post_format=standard,6,1,00:00:06,0,0.00%,0.00%,$0.00
/?p=681&preview=true,6,2,00:02:43,1,0.00%,16.67%,$0.00
/?s=ned&submit=Search,6,6,00:00:21,1,100.00%,50.00%,$0.00
/?s=ucpu&submit=Search,6,3,00:01:19,2,50.00%,33.33%,$0.00
/2013/11/10/patrolling-the-worlds-most-complicated-frontier/?preview=true&preview_id=490&preview_nonce=3ce9cbccbe&post_format=standard,6,2,00:01:54,1,0.00%,16.67%,$0.00
/2013/11/18/healthcare-reform-starting-from-today-and-looking-forward/,6,4,00:02:00,1,0.00%,33.33%,$0.00
/author/cjsun/,6,6,00:01:34,1,100.00%,50.00%,$0.00
/author/erodnianski/,6,6,00:00:16,1,100.00%,50.00%,$0.00
/author/jsattler/,6,5,00:00:06,2,100.00%,83.33%,$0.00
/category/chicago/page/5/,6,5,00:00:07,0,0.00%,16.67%,$0.00
/category/culture/page/4/,6,5,00:00:41,0,0.00%,0.00%,$0.00
/category/national/page/5/,6,6,00:00:06,0,0.00%,16.67%,$0.00
/category/world/page/9/,6,5,00:00:15,0,0.00%,50.00%,$0.00
/wp-admin/customize.php?url=http://uchicagogate.com/,6,3,00:01:09,0,0.00%,16.67%,$0.00
/?p=270&preview=true,5,1,00:00:22,0,0.00%,20.00%,$0.00
/?p=275&preview=true&preview_id=275&preview_nonce=6eaebc8b63&post_format=standard,5,2,00:02:53,1,0.00%,0.00%,$0.00
/?p=971&preview=true&preview_id=971&preview_nonce=97fb5ed4d3&post_format=standard,5,1,00:01:17,0,0.00%,20.00%,$0.00
/?s=dan+simon&submit=Search,5,5,00:00:16,0,0.00%,0.00%,$0.00
/?s=frack&submit=Search,5,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=ned+pollard&submit=Search,5,5,00:00:07,0,0.00%,20.00%,$0.00
/2013/11/12/farah-al-haddad-interview/?preview=true&preview_id=514&preview_nonce=87cf117e03&post_format=standard,5,1,00:01:11,0,0.00%,0.00%,$0.00
/2014/01/13/why-insurance-part-1-does-insurance-make-you-healthier/,5,2,00:00:16,0,0.00%,20.00%,$0.00
